IRI,Similarity
https://w3id.org/pmd/co/output,0.6818
https://w3id.org/pmd/co/input,0.6601
https://w3id.org/pmd/co/Force,0.6410
https://w3id.org/pmd/co/ManufacturingProcess,0.6348
https://w3id.org/pmd/co/OperatorRole,0.5946
https://w3id.org/pmd/co/EngineeredMaterial,0.5487
https://w3id.org/pmd/co/subordinateProcess,0.5410
https://w3id.org/pmd/co/belongsToProject,0.5352
https://w3id.org/pmd/co/TransformativeAnalysisProcess,0.5263
https://w3id.org/pmd/co/DataScope,0.5262
https://w3id.org/pmd/co/executes,0.5250
https://w3id.org/pmd/co/BaseMaterial,0.5175
https://w3id.org/pmd/co/ProcessDescription,0.5172
https://w3id.org/pmd/co/process,0.5151
https://w3id.org/pmd/co/AssemblingProcess,0.5146
https://w3id.org/pmd/co/NodeInfo,0.5115
https://w3id.org/pmd/co/Operator,0.5097
https://w3id.org/pmd/co/ProcessIdentifier,0.4994
https://w3id.org/pmd/co/InitiatorRole,0.4958
https://w3id.org/pmd/co/executedBy,0.4937
https://w3id.org/pmd/co/superordinateProcess,0.4927
https://w3id.org/pmd/co/Process,0.4825
https://w3id.org/pmd/co/AnalysingProcess,0.4820
https://w3id.org/pmd/co/PrimaryData,0.4783
https://w3id.org/pmd/co/composedOf,0.4763
https://w3id.org/pmd/co/Object,0.4724
https://w3id.org/pmd/co/DigitalEntity,0.4709
https://w3id.org/pmd/co/MaterialRelated,0.4662
https://w3id.org/pmd/co/inputOf,0.4658
https://w3id.org/pmd/co/Metadata,0.4651
https://w3id.org/pmd/co/ChemicalObject,0.4594
https://w3id.org/pmd/co/characteristic,0.4521
https://w3id.org/pmd/co/MeasuringProcess,0.4504
https://w3id.org/pmd/co/Medium,0.4480
https://w3id.org/pmd/co/Chemical,0.4468
https://w3id.org/pmd/co/ValueObject,0.4411
https://w3id.org/pmd/co/ManufacturingNode,0.4396
https://w3id.org/pmd/co/MaterialDesignation,0.4377
https://w3id.org/pmd/co/ClassificationDocument,0.4372
https://w3id.org/pmd/co/Blank,0.4356
https://w3id.org/pmd/co/participant,0.4354
https://w3id.org/pmd/co/ChemicalComposition,0.4322
https://w3id.org/pmd/co/Electrical,0.4296
https://w3id.org/pmd/co/ErrorReportDocument,0.4272
https://w3id.org/pmd/co/Note,0.4270
https://w3id.org/pmd/co/NonTransformativeAnalysisProcess,0.4240
https://w3id.org/pmd/co/ConditioningProcess,0.4239
https://w3id.org/pmd/co/relatesTo,0.4237
https://w3id.org/pmd/co/outputOf,0.4226
http://purl.obolibrary.org/obo/CHEBI_24431,0.4223
https://w3id.org/pmd/co/previousProcess,0.4194
https://w3id.org/pmd/co/Component,0.4183
https://w3id.org/pmd/co/nextProcess,0.4145
https://w3id.org/pmd/co/CollectionInterfaceHint,0.4132
https://w3id.org/pmd/co/WorkingRange,0.4098
https://w3id.org/pmd/co/AgingProcess,0.4093
https://w3id.org/pmd/co/Identifier,0.4081
https://w3id.org/pmd/co/MountingProcess,0.4081
https://w3id.org/pmd/co/TemperatureChangeDevice,0.4067
https://w3id.org/pmd/co/MaterialProperty,0.4062
https://w3id.org/pmd/co/InspectionDocument,0.4046
https://w3id.org/pmd/co/TemperatureChangingProcess,0.4043
https://w3id.org/pmd/co/GeometryChangingProcess,0.4040
