LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
Processing Node	ProcessingNode	Class	https://w3id.org/pmd/co/ProcessingNode			
previous process	previousProcess	ObjectProperty	https://w3id.org/pmd/co/previousProcess	has previous process		
boolean	boolean	Entity	http://www.w3.org/2001/XMLSchema#boolean			
organizational term	IAO_0000121	Entity	http://purl.obolibrary.org/obo/IAO_0000121			
co	co	Entity	https://w3id.org/pmd/co			
value	value	DatatypeProperty	https://w3id.org/pmd/co/value			
definition	definition	AnnotationProperty	http://www.w3.org/2004/02/skos/core#definition			
requires discussion	IAO_0000428	Entity	http://purl.obolibrary.org/obo/IAO_0000428			
subordinate process	subordinateProcess	ObjectProperty	https://w3id.org/pmd/co/subordinateProcess	has subordinate process		
definitionSource	definitionSource	Entity	https://w3id.org/pmd/co/definitionSource			
IAO_0000117	IAO_0000117	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000117			
metadata incomplete	IAO_0000123	Entity	http://purl.obolibrary.org/obo/IAO_0000123			
ready for release	IAO_0000122	Entity	http://purl.obolibrary.org/obo/IAO_0000122			
input of	inputOf	ObjectProperty	https://w3id.org/pmd/co/inputOf	is input of		
string	string	Entity	http://www.w3.org/2001/XMLSchema#string			
wasDerivedFrom	wasDerivedFrom	ObjectProperty	http://www.w3.org/ns/prov#wasDerivedFrom			
isRuleEnabled	isRuleEnabled	AnnotationProperty	http://swrl.stanford.edu/ontologies/3.3/swrla.owl#isRuleEnabled			
participant	participant	ObjectProperty	https://w3id.org/pmd/co/participant	has participant		
label	label	Entity	http://www.w3.org/2000/01/rdf-schema#label			
input	input	ObjectProperty	https://w3id.org/pmd/co/input	has input		
IAO_0000111	IAO_0000111	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000111			
isDefinedBy	isDefinedBy	Entity	http://www.w3.org/2000/01/rdf-schema#isDefinedBy			
metadata complete	IAO_0000120	Entity	http://purl.obolibrary.org/obo/IAO_0000120			
to be replaced with external ontology term	IAO_0000423	Entity	http://purl.obolibrary.org/obo/IAO_0000423			
characteristic of	characteristicOf	ObjectProperty	https://w3id.org/pmd/co/characteristicOf	is characteristic of		
IAO_0000119	IAO_0000119	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000119			
Process	Process	Class	https://w3id.org/pmd/co/Process			
participant of	participantOf	ObjectProperty	https://w3id.org/pmd/co/participantOf	is participant of		
next process	nextProcess	ObjectProperty	https://w3id.org/pmd/co/nextProcess	has next process		
IAO_0000115	IAO_0000115	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000115			
o2	o2	Entity	https://w3id.org/pmd/co/o2			
IAO_0000114	IAO_0000114	Entity	http://purl.obolibrary.org/obo/IAO_0000114			
o1	o1	Entity	https://w3id.org/pmd/co/o1			
p1	p1	Entity	https://w3id.org/pmd/co/p1			
example	example	Entity	http://www.w3.org/2004/02/skos/core#example			
altLabel	altLabel	AnnotationProperty	http://www.w3.org/2004/02/skos/core#altLabel			
executed by	executedBy	ObjectProperty	https://w3id.org/pmd/co/executedBy			
comment	comment	Entity	http://www.w3.org/2000/01/rdf-schema#comment			
superordinate process	superordinateProcess	ObjectProperty	https://w3id.org/pmd/co/superordinateProcess	has superordinate process		
pending final vetting	IAO_0000125	Entity	http://purl.obolibrary.org/obo/IAO_0000125			
output of	outputOf	ObjectProperty	https://w3id.org/pmd/co/outputOf	is output of		
output	output	ObjectProperty	https://w3id.org/pmd/co/output	has output		
characteristic	characteristic	ObjectProperty	https://w3id.org/pmd/co/characteristic	has characteristic		
executes	executes	ObjectProperty	https://w3id.org/pmd/co/executes			
component	component	ObjectProperty	https://w3id.org/pmd/co/component	has component		
PlainLiteral	PlainLiteral	Entity	http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral			
uncurated	IAO_0000124	Entity	http://purl.obolibrary.org/obo/IAO_0000124			
example to be eventually removed	IAO_0000002	Entity	http://purl.obolibrary.org/obo/IAO_0000002			
